packet_size_mean,packet_size_std,packet_size_p90,iat_mean_ms,iat_std_ms,iat_p95_ms,flow_duration_sec,bytes_up_down_ratio,packet_entropy,mtu_proximity_ratio,small_packet_ratio,label,source,capture_id
1038.0,558.0788474758741,1360.0,0.2070477134303043,0.3719158763576614,0.9052038192749033,0.003933906555175781,56.666666666666664,7.981358718160969,0.0,0.25,Bulk File Transfer,vpn_sftp_B.pcap,vpn_sftp_B.pcap
125.0,0.0,125.0,10.016579377023797,7.745982931236898,19.80857849121094,0.19031500816345215,1.0,7.4351057135394845,0.0,1.0,VoIP,vpn_voipbuster1a.pcap,vpn_voipbuster1a.pcap
902.2,623.8762377266825,1360.0,0.5169416728772616,0.8472550201747909,2.0478487014770526,0.009821891784667969,48.57142857142857,7.976826191436876,0.0,0.35,Bulk File Transfer,vpn_ftps_A.pcap,vpn_ftps_A.pcap
52.0,0.0,52.0,1.6053601315147,6.0517368554776745,3.6559104919433967,0.030501842498779297,1040.0,5.494424962488302,0.0,1.0,Bulk File Transfer,vpn_ftps_A.pcap,vpn_ftps_A.pcap
706.0,654.0,1360.0,0.1312557019685444,0.26699587128117447,0.4784107208251964,0.0024938583374023438,26.153846153846153,7.965700664713609,0.0,0.5,Video streaming,vpn_youtube_A.pcap,vpn_youtube_A.pcap
902.2,623.8762377266825,1360.0,0.2831032401637027,0.4577412105408716,1.3329982757568364,0.0053789615631103516,0.020588235294117647,7.976521647510282,0.0,0.35,Bulk File Transfer,vpn_sftp_B.pcap,vpn_sftp_B.pcap
706.0,654.0,1360.0,0.1079408746016653,0.1747467175790468,0.29785633087158275,0.0020508766174316406,26.153846153846153,7.968537378336175,0.0,0.5,Video streaming,vpn_youtube_A.pcap,vpn_youtube_A.pcap
133.3,120.42802829906334,292.60000000000025,48.74736384341591,90.18507282451021,210.71627140045192,0.9261999130249023,0.2551789077212806,7.39880292601348,0.0,0.8,E-mail,vpn_email2b.pcap,vpn_email2b.pcap
902.2,623.8762377266825,1360.0,0.15474620618318258,0.24217904407138716,0.6859540939331057,0.0029401779174804688,0.020588235294117647,7.977062657167767,0.0,0.35,Video streaming,vpn_vimeo_A.pcap,vpn_vimeo_A.pcap
142.75,0.82915619758885,143.1,9.785940772608706,5.634373956709529,17.594981193542484,0.18593287467956543,1.0035087719298246,7.576979315624647,0.0,1.0,VoIP,vpn_hangouts_audio1.pcap,vpn_hangouts_audio1.pcap
846.85,629.8824711801401,1360.0,0.7430001309043482,1.6547758471210463,5.049610137939454,0.014117002487182617,45.53021978021978,7.969896706105086,0.0,0.35,E-mail,vpn_email2b.pcap,vpn_email2b.pcap
967.6,599.4009009002239,1360.0,0.37547161704615545,0.5597328502064933,1.4776706695556645,0.007133960723876953,61.02564102564103,7.977962448864129,0.0,0.3,Video streaming,vpn_youtube_A.pcap,vpn_youtube_A.pcap
959.2,593.9866665170188,1360.0,0.1773081327739515,0.22770475526547124,0.6122112274169925,0.003368854522705078,60.48717948717949,7.97749659551751,0.0,0.3,Bulk File Transfer,vpn_sftp_B.pcap,vpn_sftp_B.pcap
720.0,640.0,1360.0,0.05978032162314967,0.11844924371159875,0.1693964004516607,0.0011358261108398438,0.058823529411764705,7.965118025290158,0.0,0.5,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
902.2,623.8762377266825,1360.0,0.085843236822831,0.08976176531619597,0.2555131912231446,0.001631021499633789,0.020588235294117647,7.9776710760198535,0.0,0.35,Video streaming,vpn_netflix_A.pcap,vpn_netflix_A.pcap
132.9,37.945882517079504,143.5,7.343367526405736,6.802007360235123,18.20838451385498,0.13952398300170898,0.8458333333333333,7.392480168426152,0.0,0.95,VoIP,vpn_hangouts_audio2.pcap,vpn_hangouts_audio2.pcap
967.6,599.4009009002239,1360.0,0.5176820253071032,1.6077037378918155,1.000833511352549,0.009835958480834961,61.02564102564103,7.978387195965873,0.0,0.3,Bulk File Transfer,vpn_ftps_B.pcap,vpn_ftps_B.pcap
126.35,39.230440986560424,157.4,7.378841701306794,6.13877653931853,16.57977104187012,0.1401979923248291,0.1847163619315518,7.530578417637224,0.0,1.0,VoIP,vpn_hangouts_audio1.pcap,vpn_hangouts_audio1.pcap
902.2,623.8762377266825,1360.0,0.26525949176989105,0.5138468041557006,0.646090507507327,0.00503993034362793,48.57142857142857,7.978079648001141,0.0,0.35,Bulk File Transfer,vpn_ftps_B.pcap,vpn_ftps_B.pcap
903.8,621.7117981830487,1360.0,0.06490004690069902,0.16141584817836713,0.47984123229980485,0.0012331008911132812,0.02239819004524887,7.9722891911499945,0.0,0.35,Bulk File Transfer,vpn_sftp_A.pcap,vpn_sftp_A.pcap
902.2,623.8762377266825,1360.0,0.5105796613191304,1.1214124048756682,2.252507209777836,0.009701013565063477,0.020588235294117647,7.9750879582979675,0.0,0.35,Bulk File Transfer,vpn_ftps_B.pcap,vpn_ftps_B.pcap
146.35,125.32847840774258,269.6,17.555525428370427,25.246174173262535,68.58284473419192,0.3335549831390381,0.7505980861244019,6.3510108788791975,0.0,0.75,E-mail,vpn_email2b.pcap,vpn_email2b.pcap
125.0,0.0,125.0,10.062732194599352,4.39420222910053,16.755604743957527,0.1911919116973877,1.0,7.4054630080099155,0.0,1.0,VoIP,vpn_voipbuster1b.pcap,vpn_voipbuster1b.pcap
125.0,0.0,125.0,10.079898332294665,3.3920392812174973,14.831852912902834,0.19151806831359863,1.0,7.419800631042624,0.0,1.0,VoIP,vpn_voipbuster1b.pcap,vpn_voipbuster1b.pcap
902.2,623.8762377266825,1360.0,0.3910064697265625,0.7943607930641124,1.5355348587036162,0.0074291229248046875,0.020588235294117647,7.976687426324427,0.0,0.35,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
305.2,424.17963175994197,1106.5000000000005,3.588902322869552,3.8859695935236487,10.631370544433596,0.06818914413452148,3.304654442877292,7.784477548873516,0.0,0.75,VoIP,vpn_hangouts_audio2.pcap,vpn_hangouts_audio2.pcap
972.6,592.1152252729194,1360.0,1.463099529868678,5.589319112923833,3.4021139144897803,0.027798891067504883,46.213592233009706,7.977999070288299,0.0,0.3,Bulk File Transfer,vpn_sftp_B.pcap,vpn_sftp_B.pcap
967.6,599.4009009002239,1360.0,4.448639719109786,10.604764222080728,34.52498912811279,0.08452415466308594,61.02564102564103,7.979056300677251,0.0,0.3,Video streaming,vpn_netflix_A.pcap,vpn_netflix_A.pcap
123.35,7.192183256842111,125.0,9.159263811613384,6.823977932376569,18.170619010925293,0.1740260124206543,1.1928888888888889,7.43086918023598,0.0,1.0,VoIP,vpn_voipbuster1b.pcap,vpn_voipbuster1b.pcap
706.0,654.0,1360.0,0.16625303971140007,0.2816601618943066,0.8402109146118166,0.0031588077545166016,26.153846153846153,7.966510580660134,0.0,0.5,Video streaming,vpn_youtube_A.pcap,vpn_youtube_A.pcap
52.0,0.0,52.0,0.3135329798648232,0.33465572818191164,0.8398532867431647,0.005957126617431641,1040.0,5.484914421347236,0.0,1.0,Bulk File Transfer,vpn_sftp_A.pcap,vpn_sftp_A.pcap
134.0,24.318717071424636,143.0,9.001054261860094,3.4227250209752733,14.461755752563477,0.1710200309753418,0.9691403379867745,7.560254314000078,0.0,1.0,VoIP,vpn_hangouts_audio2.pcap,vpn_hangouts_audio2.pcap
125.0,0.0,125.0,9.397632197329873,6.512025474906937,22.503495216369632,0.17855501174926758,1.0,7.394742015366685,0.0,1.0,VoIP,vpn_voipbuster1b.pcap,vpn_voipbuster1b.pcap
121.7,118.27683627828401,199.10000000000014,726.5504284908897,2858.5353210425146,1438.3951425552548,13.804458141326904,0.8651340996168583,6.776986382220495,0.0,0.9,E-mail,vpn_email2a.pcap,vpn_email2a.pcap
967.6,599.4009009002239,1360.0,1.9002713655170642,5.076468607004552,9.532642364501971,0.03610515594482422,61.02564102564103,7.978812634898556,0.0,0.3,Bulk File Transfer,vpn_ftps_A.pcap,vpn_ftps_A.pcap
902.2,623.8762377266825,1360.0,0.4589934098093133,0.8286448347428046,2.3489236831665044,0.008720874786376953,0.020588235294117647,7.978460508893438,0.0,0.35,Video streaming,vpn_youtube_A.pcap,vpn_youtube_A.pcap
967.6,599.4009009002239,1360.0,2.0452675066496195,6.254933948904473,7.4594974517822585,0.03886008262634277,61.02564102564103,7.976270161379201,0.0,0.3,Bulk File Transfer,vpn_ftps_B.pcap,vpn_ftps_B.pcap
644.2,647.4806251927544,1360.0,104.41643313357704,160.11688059748369,270.67129611969057,1.9839122295379639,20.763513513513512,7.957681001629536,0.0,0.55,Bulk File Transfer,vpn_sftp_B.pcap,vpn_sftp_B.pcap
902.2,623.8762377266825,1360.0,10.449785935251336,42.21777827754257,21.338868141174583,0.1985459327697754,0.020588235294117647,7.979738931997074,0.0,0.35,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
464.1,564.1477554683702,1340.0,40.01304977818539,66.84676562078175,156.3086271286012,0.7602479457855225,0.05669398907103825,7.906869853735459,0.0,0.6,E-mail,vpn_email2b.pcap,vpn_email2b.pcap
902.2,623.8762377266825,1360.0,7.954308861180356,31.10501136816042,17.714691162109567,0.15113186836242676,48.57142857142857,7.976776611563372,0.0,0.35,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
125.0,0.0,125.0,9.177044818275853,6.193056334859476,18.458557128906254,0.1743638515472412,1.0,7.427636384367291,0.0,1.0,VoIP,vpn_voipbuster1b.pcap,vpn_voipbuster1b.pcap
430.45,483.2225651808905,1244.8000000000002,12.236268896805612,27.423937105108344,81.35688304901126,0.23248910903930664,1.3000267165375368,7.684351711663677,0.0,0.55,Video streaming,vpn_vimeo_A.pcap,vpn_vimeo_A.pcap
902.2,623.8762377266825,1360.0,0.5720540096885279,1.6867358568910353,2.1677017211914147,0.010869026184082031,0.020588235294117647,7.977140865931504,0.0,0.35,Bulk File Transfer,vpn_ftps_B.pcap,vpn_ftps_B.pcap
902.2,623.8762377266825,1360.0,0.9774785292776007,1.9241003121785045,5.597996711730957,0.018572092056274414,0.020588235294117647,7.974876377899507,0.0,0.35,E-mail,vpn_email2b.pcap,vpn_email2b.pcap
135.65,20.703320989638353,144.0,16.64716319033974,6.868858650383316,20.57340145111084,0.3162961006164551,0.11508425811755035,7.535078577956716,0.0,1.0,VoIP,vpn_hangouts_audio2.pcap,vpn_hangouts_audio2.pcap
1033.0,566.3806140750229,1360.0,0.02894903484143709,0.05387556444724414,0.1254796981811525,0.0005500316619873047,78.46153846153847,7.978889171582975,0.0,0.25,Bulk File Transfer,vpn_ftps_A.pcap,vpn_ftps_A.pcap
521.2,615.5649112806869,1360.0,0.8264215368973581,2.887183920920715,2.723836898803727,0.015702009201049805,0.06541291905151267,7.930023412750371,0.0,0.65,Bulk File Transfer,vpn_sftp_B.pcap,vpn_sftp_B.pcap
1229.2,392.40000000000003,1360.0,0.05847529361122533,0.1504323656558111,0.2259492874145515,0.0011110305786132812,0.004248366013071895,7.985081380925005,0.0,0.1,Bulk File Transfer,vpn_ftps_A.pcap,vpn_ftps_A.pcap
1033.0,566.3806140750229,1360.0,0.3131565294767681,0.8553541937129845,0.9390354156494186,0.005949974060058594,78.46153846153847,7.979939698227332,0.0,0.25,Bulk File Transfer,vpn_sftp_A.pcap,vpn_sftp_A.pcap
645.3,568.9185442574359,1340.0,29.334683167307002,46.80316906801044,130.66856861114502,0.557358980178833,29.295774647887324,7.943660482330973,0.0,0.45,E-mail,vpn_email2a.pcap,vpn_email2a.pcap
136.9,15.433405327405874,146.1,9.473587337293123,5.304610686653597,17.655801773071293,0.17999815940856934,1.2609413707679604,7.550054776347865,0.0,1.0,VoIP,vpn_hangouts_audio2.pcap,vpn_hangouts_audio2.pcap
836.8,640.7865167120793,1360.0,1.0839888924046566,3.9093453807933436,2.5168657302856685,0.020595788955688477,0.025490196078431372,7.9738471117086664,0.0,0.4,Bulk File Transfer,vpn_ftps_A.pcap,vpn_ftps_A.pcap
132.85,25.060476851009838,147.60000000000002,8.937835693359375,2.700861999213502,12.551093101501467,0.16981887817382812,0.9337700145560408,7.552906711085514,0.0,1.0,VoIP,vpn_hangouts_audio1.pcap,vpn_hangouts_audio1.pcap
1098.4,523.2,1360.0,0.14290056730571546,0.31634182786915227,0.9753465652465823,0.0027151107788085938,104.61538461538461,7.978936529867864,0.0,0.2,Bulk File Transfer,vpn_sftp_A.pcap,vpn_sftp_A.pcap
125.0,0.0,125.0,10.197413595099198,6.226539260328974,18.943786621093754,0.19375085830688477,1.0,7.430694523639578,0.0,1.0,VoIP,vpn_voipbuster1a.pcap,vpn_voipbuster1a.pcap
1308.0,156.0,1360.0,0.012309927689401727,0.04084521598892052,0.029444694519043215,0.0002338886260986328,26160.0,7.986112048135223,0.0,0.0,Bulk File Transfer,vpn_sftp_A.pcap,vpn_sftp_A.pcap
125.75,32.83271996042971,144.1,8.310317993164062,5.125443253872489,15.062642097473145,0.1578960418701172,0.9663799843627834,7.515908071787987,0.0,1.0,VoIP,vpn_hangouts_audio2.pcap,vpn_hangouts_audio2.pcap
125.0,0.0,125.0,9.878735793264289,5.588688919768816,17.300796508789066,0.18769598007202148,1.0,7.425633979697222,0.0,1.0,VoIP,vpn_voipbuster1b.pcap,vpn_voipbuster1b.pcap
125.0,0.0,125.0,9.804160971390573,6.480279261219014,17.998647689819336,0.1862790584564209,1.0,7.447382365741614,0.0,1.0,VoIP,vpn_voipbuster1a.pcap,vpn_voipbuster1a.pcap
52.0,0.0,52.0,8.374515332673726,20.91034772403622,54.802322387695355,0.15911579132080078,1040.0,5.546759558957854,0.0,1.0,Bulk File Transfer,vpn_sftp_A.pcap,vpn_sftp_A.pcap
125.0,0.0,125.0,9.904848901849045,6.523936933389636,21.230387687683105,0.18819212913513184,1.0,7.462392235257191,0.0,1.0,VoIP,vpn_voipbuster1b.pcap,vpn_voipbuster1b.pcap
363.05,467.59100451142126,1360.0,60.74562825654682,94.63227779525225,239.03186321258548,1.1541669368743896,4.265409717186367,7.719365895827315,0.0,0.65,Bulk File Transfer,vpn_sftp_B.pcap,vpn_sftp_B.pcap
1033.0,566.3806140750229,1360.0,0.22031131543611226,0.689013890641511,1.3052701950073269,0.004185914993286133,78.46153846153847,7.97809349883079,0.0,0.25,Bulk File Transfer,vpn_sftp_A.pcap,vpn_sftp_A.pcap
1360.0,0.0,1360.0,0.12163112038060238,0.09470414918483627,0.2588748931884768,0.0023109912872314453,27200.0,7.986484468909689,0.0,0.0,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
136.95,22.52215575827501,155.2,9.172000383075915,4.100090517876707,15.47069549560547,0.17426800727844238,1.2286411716842962,7.569612160153887,0.0,1.0,VoIP,vpn_hangouts_audio2.pcap,vpn_hangouts_audio2.pcap
1360.0,0.0,1360.0,0.2387824811433491,0.1576694190950654,0.48942565917968783,0.004536867141723633,27200.0,7.9872326961931055,0.0,0.0,Video streaming,vpn_vimeo_A.pcap,vpn_vimeo_A.pcap
967.6,599.4009009002239,1360.0,0.1034234699450041,0.1421681259068113,0.37872791290283236,0.001965045928955078,61.02564102564103,7.976131273391859,0.0,0.3,Video streaming,vpn_netflix_A.pcap,vpn_netflix_A.pcap
902.2,623.8762377266825,1360.0,1.0925845095985813,2.4931803744790675,4.467320442199717,0.020759105682373047,0.020588235294117647,7.979632924554739,0.0,0.35,Bulk File Transfer,vpn_ftps_A.pcap,vpn_ftps_A.pcap
290.55,439.4667763324095,1144.9000000000003,257.1194673839368,901.0526629143438,603.9048671722467,4.8852698802948,0.23849104859335038,7.08775199891388,0.0,0.75,Video streaming,vpn_youtube_A.pcap,vpn_youtube_A.pcap
1360.0,0.0,1360.0,0.013677697432668586,0.04558980160553796,0.027775764465332316,0.0002598762512207031,27200.0,7.985526649212793,0.0,0.0,Bulk File Transfer,vpn_ftps_A.pcap,vpn_ftps_A.pcap
166.8,54.86857023834319,227.60000000000014,6.478146502846165,26.127787610852636,13.03012371063249,0.12308478355407715,0.8574610244988864,7.647254134574414,0.0,0.8,Web browsing,web_02.pcap,web_02.pcap
300.45,437.62020919971235,1209.5000000000002,51.92062729283383,78.42472753781976,153.0323028564456,0.9864919185638428,7.955290611028316,7.820339281144458,0.0,0.7,E-mail,vpn_email2b.pcap,vpn_email2b.pcap
902.2,623.8762377266825,1360.0,0.08289437544973273,0.12130415138960773,0.28674602508544955,0.0015749931335449219,48.57142857142857,7.975705370390634,0.0,0.35,Video streaming,vpn_netflix_A.pcap,vpn_netflix_A.pcap
902.2,623.8762377266825,1360.0,0.09289540742572985,0.12683625955151182,0.37422180175781256,0.0017650127410888672,48.57142857142857,7.974391312544908,0.0,0.35,Video streaming,vpn_netflix_A.pcap,vpn_netflix_A.pcap
902.2,623.8762377266825,1360.0,0.21521668685109993,0.3309867840083757,0.7999897003173835,0.0040891170501708984,48.57142857142857,7.975330762384327,0.0,0.35,Video streaming,vpn_netflix_A.pcap,vpn_netflix_A.pcap
125.0,0.0,125.0,10.4249402096397,7.884936919351136,22.0933198928833,0.1980738639831543,1.0,7.462729171187489,0.0,1.0,VoIP,vpn_voipbuster1a.pcap,vpn_voipbuster1a.pcap
141.25,4.252940159466155,147.0,9.946421573036595,2.084430124452676,12.88442611694336,0.1889820098876953,0.9686411149825784,7.567972605423321,0.0,1.0,VoIP,vpn_hangouts_audio1.pcap,vpn_hangouts_audio1.pcap
127.55,28.741042082708137,145.2,8.535259648373252,7.25760211903768,18.134903907775882,0.1621699333190918,1.2201914708442123,7.5159146688687795,0.0,1.0,VoIP,vpn_hangouts_audio2.pcap,vpn_hangouts_audio2.pcap
1229.2,392.40000000000003,1360.0,13.061473244114927,32.98226532509723,106.59112930297852,0.2481679916381836,235.3846153846154,7.985848788075257,0.0,0.1,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
967.6,599.4009009002239,1360.0,0.8765772769325658,1.5119829175408683,4.199910163879396,0.01665496826171875,61.02564102564103,7.981839844808909,0.0,0.3,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
1294.6,285.07199090756006,1360.0,5.161636754086143,15.708473717289026,35.43705940246586,0.09807109832763672,496.9230769230769,7.985394682223269,0.0,0.05,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
902.2,623.8762377266825,1360.0,0.21915686757940994,0.4970983504751361,0.8688211441040059,0.004163980484008789,0.020588235294117647,7.976555679871947,0.0,0.35,Bulk File Transfer,vpn_sftp_A.pcap,vpn_sftp_A.pcap
133.95,15.091305443864027,143.0,9.507467872218081,8.793805463076172,20.01354694366455,0.18064188957214355,0.8734265734265734,7.563565633988058,0.0,1.0,VoIP,vpn_hangouts_audio1.pcap,vpn_hangouts_audio1.pcap
147.05,96.66409623019294,292.0000000000001,4.579305648803711,4.819637162923285,12.675404548645021,0.08700680732727051,0.7019675925925926,7.081376886563673,0.0,0.85,VoIP,vpn_hangouts_audio1.pcap,vpn_hangouts_audio1.pcap
707.2,652.8088234697813,1360.0,1.7352104187011719,7.094797434834517,3.438115119934127,0.032968997955322266,0.04,7.968269955443493,0.0,0.5,Video streaming,vpn_netflix_A.pcap,vpn_netflix_A.pcap
308.3,406.56624306501396,981.1000000000006,14.615799251355623,38.271479236051995,122.52066135406496,0.27770018577575684,0.2835137385512073,7.2171037768845006,0.0,0.55,E-mail,vpn_email2a.pcap,vpn_email2a.pcap
1033.0,566.3806140750229,1360.0,34.61157648186935,54.04370263253568,121.77302837371838,0.6576199531555176,78.46153846153847,7.982620470099872,0.0,0.25,Video streaming,vpn_vimeo_A.pcap,vpn_vimeo_A.pcap
1294.6,285.07199090756006,1360.0,4.261631714670282,11.787139445210089,35.04884243011476,0.08097100257873535,496.9230769230769,7.987271565843099,0.0,0.05,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
902.2,623.8762377266825,1360.0,0.08305750395122327,0.08206129174633348,0.23567676544189453,0.0015780925750732422,0.020588235294117647,7.879931547244451,0.0,0.35,Video streaming,vpn_netflix_A.pcap,vpn_netflix_A.pcap
125.0,0.0,125.0,9.721743433099045,6.382413937312575,19.26710605621338,0.18471312522888184,1.0,7.447381084439343,0.0,1.0,VoIP,vpn_voipbuster1b.pcap,vpn_voipbuster1b.pcap
902.2,623.8762377266825,1360.0,2.0147373801783512,7.802517674037166,4.350924491882372,0.03828001022338867,48.57142857142857,7.978586140506182,0.0,0.35,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
1033.0,566.3806140750229,1360.0,28.62563886140522,52.91145263514242,111.49508953094498,0.5438871383666992,78.46153846153847,7.98162094826228,0.0,0.25,Video streaming,vpn_vimeo_A.pcap,vpn_vimeo_A.pcap
967.6,599.4009009002239,1360.0,1.929634495785362,5.043570941147056,10.642933845520037,0.036663055419921875,61.02564102564103,7.97749900169883,0.0,0.3,Bulk File Transfer,vpn_ftps_B.pcap,vpn_ftps_B.pcap
118.2,36.227889808819945,143.0,5.843626825433028,5.993255485962942,15.906143188476562,0.11102890968322754,0.8184615384615385,7.454970334994832,0.0,1.0,VoIP,vpn_hangouts_audio2.pcap,vpn_hangouts_audio2.pcap
125.0,0.0,125.0,9.962684229800576,6.8253421689684854,18.587899208068855,0.18929100036621094,1.2222222222222223,7.414687244084367,0.0,1.0,VoIP,vpn_voipbuster1b.pcap,vpn_voipbuster1b.pcap
902.2,623.8762377266825,1360.0,0.11500559355083265,0.1459681599546061,0.3563165664672855,0.0021851062774658203,48.57142857142857,7.975312973355413,0.0,0.35,Video streaming,vpn_netflix_A.pcap,vpn_netflix_A.pcap
967.6,599.4009009002239,1360.0,0.4489547327945107,0.8089888541813179,2.271795272827149,0.008530139923095703,61.02564102564103,7.976834606323898,0.0,0.3,Bulk File Transfer,vpn_sftp_A.pcap,vpn_sftp_A.pcap
967.6,599.4009009002239,1360.0,4.802791695845754,13.36442408546721,26.704144477844288,0.09125304222106934,61.02564102564103,7.976032995402636,0.0,0.3,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
140.55,80.50371109458247,182.60000000000016,4.69300621434262,4.446838981913145,11.369729042053224,0.08916711807250977,1.032537960954447,7.3368170359665825,0.0,0.9,VoIP,vpn_hangouts_audio1.pcap,vpn_hangouts_audio1.pcap
82.1,42.33780816244507,103.30000000000004,76.08337151376824,80.00062286154709,183.95144939422607,1.4455840587615967,0.08741721854304636,6.646396892795524,0.0,0.95,E-mail,vpn_email2b.pcap,vpn_email2b.pcap
818.05,627.3650034071076,1360.0,1.129526841013055,2.1332274255935126,5.960798263549806,0.021461009979248047,0.029058431347883516,7.967513585672345,0.0,0.4,E-mail,vpn_email2b.pcap,vpn_email2b.pcap
967.6,599.4009009002239,1360.0,0.12909738641036184,0.1251125651630877,0.333809852600098,0.002452850341796875,61.02564102564103,7.976325936735717,0.0,0.3,Bulk File Transfer,vpn_ftps_B.pcap,vpn_ftps_B.pcap
902.2,623.8762377266825,1360.0,0.12199502242238898,0.14923762302756424,0.4078149795532228,0.0023179054260253906,0.020588235294117647,7.975354458401253,0.0,0.35,Video streaming,vpn_youtube_A.pcap,vpn_youtube_A.pcap
478.6,576.7942787510985,1360.0,47.69936360810932,88.63203915679303,234.460711479187,0.9062879085540771,1.5731182795698924,7.940067931362342,0.0,0.7,Bulk File Transfer,vpn_sftp_B.pcap,vpn_sftp_B.pcap
1038.0,558.0788474758741,1360.0,0.0938490817421361,0.09647095488430926,0.32176971435546875,0.001783132553100586,56.666666666666664,7.979054489168491,0.0,0.25,Bulk File Transfer,vpn_sftp_B.pcap,vpn_sftp_B.pcap
967.6,599.4009009002239,1360.0,0.41073247006064967,0.7820647908755839,1.4515876770019562,0.007803916931152344,61.02564102564103,7.978716769853668,0.0,0.3,Bulk File Transfer,vpn_ftps_B.pcap,vpn_ftps_B.pcap
1163.8,467.0494192267024,1360.0,11.269268236662212,40.417394192823195,45.60852050781271,0.21411609649658203,0.006747404844290658,7.984310769609704,0.0,0.15,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
125.0,0.0,125.0,10.130417974371658,3.883897267898594,16.206073760986335,0.19247794151306152,1.0,7.454697047144553,0.0,1.0,VoIP,vpn_voipbuster1a.pcap,vpn_voipbuster1a.pcap
134.5,14.609928131240071,143.0,9.055727406551963,4.489158045149093,16.65186882019043,0.1720588207244873,0.8361774744027304,7.529570777417542,0.0,1.0,VoIP,vpn_hangouts_audio2.pcap,vpn_hangouts_audio2.pcap
967.6,599.4009009002239,1360.0,0.07795032701994244,0.10659387564420182,0.21717548370361373,0.0014810562133789062,61.02564102564103,7.977297176513409,0.0,0.3,Bulk File Transfer,vpn_sftp_B.pcap,vpn_sftp_B.pcap
902.2,623.8762377266825,1360.0,0.3782197048789577,0.5548858631758471,1.324892044067384,0.007186174392700195,0.020588235294117647,7.978905922375333,0.0,0.35,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
1294.6,285.07199090756006,1360.0,4.3312624881142066,12.837230496841705,29.306197166442907,0.08229398727416992,496.9230769230769,7.987045327832964,0.0,0.05,Video streaming,vpn_vimeo_B.pcap,vpn_vimeo_B.pcap
78.0,4.979959839195493,80.0,10.705583973934775,44.75383409362638,20.944333076477335,0.20340609550476074,1560.0,5.699466151367899,0.0,1.0,Bulk File Transfer,vpn_ftps_A.pcap,vpn_ftps_A.pcap
